3,103,185
2,109,186
3,115,335
0,115,972
0,213,217
0,245,957
1,254,195
2,267,273
3,268,478
1,274,229
3,404,213
3,419,204
3,431,1364
0,443,608
1,451,198
0,487,293
3,518,577
3,520,199
2,521,309
0,526,971
0,534,241
1,544,189
3,549,1070
0,569,851
1,574,444
1,588,185
3,609,433
3,696,487
0,702,1270
2,708,184
3,739,698
3,743,500
0,757,259
1,821,431
0,826,190
1,851,240
2,878,396
0,884,477
3,895,191
0,901,1140
3,959,283
1,975,1173
1,978,1165
3,983,308
3,1002,832
0,1005,276
1,1008,799
3,1014,738
2,1090,276
1,1136,971
0,1171,584
2,1181,678
1,1238,398
1,1300,191
0,1308,781
2,1345,712
3,1368,495
2,1408,203
1,1438,1361
2,1440,904
1,1513,1336
1,1551,846
1,1576,1329
0,1594,435
1,1599,360
1,1607,733
0,1665,855
1,1682,322
2,1683,1138
1,1700,227
1,1708,700
2,1747,562
0,1752,320
3,1764,932
3,1773,183
0,1777,1120
3,1816,293
3,1865,205
1,1892,393
1,1906,189
3,1915,244
1,1972,1204
0,2029,943
1,2041,296
2,2046,245
3,2054,596
0,2082,184
0,2125,529
3,2139,393
0,2141,281
2,2153,773
1,2179,187
1,2217,265
2,2225,379
0,2232,185
2,2260,198
0,2262,346
0,2267,350
2,2272,632
3,2360,184
0,2396,391
0,2397,507
3,2434,185
0,2445,509
1,2451,442
1,2469,529
3,2475,794
2,2491,946
1,2494,318
2,2496,187
0,2519,264
0,2529,265
3,2561,1200
2,2568,195
3,2641,483
2,2650,200
0,2663,1430
0,2668,181
1,2689,206
3,2736,214
2,2740,184
2,2799,356
2,2821,337
0,2861,217
3,2862,186
3,2872,1071
0,2881,1174
1,2893,245
2,2935,338
2,2935,1104
2,3004,115
3,3037,256
3,3040,668
3,3052,355
1,3061,381
0,3100,83
0,3106,748
1,3124,192
3,3147,356
0,3148,440
1,3149,734
3,3151,275
1,3161,482
1,3209,936
1,3228,191
2,3249,1174
2,3288,1459
2,3320,473
3,3345,1559
1,3355,123
2,3376,1076
3,3394,1283
0,3406,293
2,3415,394
1,3421,185
1,3456,521
1,3478,216
2,3482,860
0,3584,1264
3,3595,330
0,3600,563
1,3602,268
1,3607,647
0,3661,316
1,3707,1507
1,3714,1338
3,3717,227
0,3772,235
0,3787,307
1,3873,596
0,3907,1530
2,3964,1155
1,3971,189
2,3989,94
0,3993,718
3,4003,698
0,4027,205
1,4063,1006
3,4064,494
0,4082,1149
0,4105,183
0,4109,227
3,4109,846
0,4206,192
3,4214,425
3,4286,196
1,4292,199
0,4336,265
2,4394,368
2,4426,203
0,4456,599
2,4457,455
0,4535,207
3,4557,190
0,4570,397
3,4584,568
1,4604,1027
3,4621,186
2,4664,996
3,4671,1080
3,4685,186
0,4717,261
1,4736,485
1,4743,191
1,4760,310
2,4800,175
1,4810,263
1,4854,1436
1,4891,589
0,4902,201
3,4942,241
2,4970,303
3,4979,878
3,4987,632
2,4990,261
0,4995,620
3,4996,1061
3,5000,285
0,5002,236
0,5007,626
1,5028,1403
1,5064,187
3,5072,730
0,5076,1517
3,5109,296
0,5111,670
2,5126,687
1,5135,432
3,5150,205
1,5164,379
3,5174,186
2,5196,974
0,5204,764
1,5211,227
2,5214,206
2,5220,361
1,5223,280
2,5257,191
3,5273,561
1,5291,214
3,5292,186
3,5301,323
0,5308,216
3,5364,316
3,5366,759
1,5403,1297
2,5405,227
2,5412,1504
0,5433,489
3,5437,212
2,5444,274
2,5464,792
2,5519,312
3,5554,1488
3,5594,279
1,5605,1292
0,5638,1214
0,5643,117
0,5645,714
2,5674,1212
0,5704,761
0,5713,9
1,5728,1494
2,5733,309
1,5742,274
0,5749,499
0,5752,185
1,5766,750
3,5779,565
2,5803,188
3,5885,830
3,5896,483
3,5918,444
2,5939,247
3,5949,1333
0,6014,633
3,6028,646
2,6053,856
2,6063,186
1,6072,740
3,6129,1046
0,6159,276
1,6171,801
2,6187,191
1,6198,343
0,6248,193
2,6254,749
3,6259,189
0,6272,266
1,6278,315
3,6320,1170
2,6352,549
0,6370,333
1,6404,1037
3,6432,219
0,6445,277
3,6478,126
1,6496,559
2,6502,864
0,6524,160
2,6551,388
2,6568,232
1,6625,198
2,6645,197
2,6722,610
1,6740,1068
1,6745,541
1,6773,221
3,6794,770
0,6842,763
1,6884,204
2,6887,188
3,6891,327
3,6911,779
3,6925,564
3,6948,256
0,6949,194
1,6975,1255
0,6995,106
2,7027,1038
3,7073,248
0,7077,225
3,7094,382
0,7113,235
3,7261,1291
3,7268,168
3,7276,352
3,7313,440
2,7342,338
2,7347,530
2,7411,255
3,7421,198
2,7441,211
1,7455,633
3,7491,492
3,7495,1165
1,7499,469
1,7517,552
1,7528,254
1,7554,621
2,7558,1024
0,7567,773
0,7575,257
3,7609,1078
0,7611,354
2,7618,525
2,7619,188
0,7627,200
2,7630,1232
0,7706,242
0,7707,1398
2,7733,186
1,7735,225
0,7754,71
2,7778,615
1,7781,109
0,7830,1204
2,7841,539
1,7898,192
1,7928,566
3,7951,207
2,7964,578
1,7973,497
2,7978,1338
1,7987,620
3,7991,187
2,7996,187
3,8057,1092
3,8067,197
1,8072,682
2,8101,458
0,8114,971
3,8120,455
2,8139,55
3,8167,1142
2,8188,879
2,8202,193
3,8210,1171
1,8236,189
2,8256,272
0,8313,199
2,8335,1068
2,8339,343
1,8363,398
0,8368,247
1,8369,1064
1,8377,400
3,8380,193
1,8434,289
3,8463,1054
0,8483,218
1,8489,735
2,8530,295
3,8542,717
2,8576,559
2,8597,1480
0,8643,792
0,8646,484
3,8714,186
1,8722,1477
2,8741,852
2,8749,812
0,8774,215
0,8783,187
2,8801,254
1,8850,496
2,8860,246
0,8925,196
3,8931,812
3,8992,195
2,8994,229
2,8998,255
2,9017,379
3,9058,1497
1,9066,764
1,9071,238
0,9093,189
1,9113,1564
3,9124,85
3,9151,200
3,9169,243
3,9177,294
3,9178,222
3,9198,343
1,9202,525
0,9214,644
1,9228,224
0,9243,1448
3,9257,517
2,9266,417
3,9314,1411
3,9324,551
3,9396,196
3,9421,1419
3,9427,1003
1,9428,584
2,9435,939
0,9487,685
3,9495,968
0,9503,1229
1,9507,504
0,9560,166
3,9605,210
0,9617,223
0,9649,288
2,9650,210
0,9659,146
0,9662,1357
0,9668,271
2,9683,361
1,9687,237
3,9712,1218
1,9720,748
2,9728,945
2,9732,471
3,9748,832
0,9829,368
1,9834,314
1,9855,458
0,9858,29
0,9862,769
2,9883,188
1,9931,369
3,9986,364
0,10010,322
1,10040,534
1,10074,352
3,10101,1478
3,10126,728
2,10132,194
3,10145,233
1,10149,262
3,10150,1079
2,10156,213
1,10214,693
0,10216,195
0,10234,288
1,10275,311
2,10286,407
1,10351,621
1,10364,1327
3,10421,501
1,10479,187
2,10491,688
1,10512,212
1,10531,672
2,10557,187
3,10583,367
2,10629,1389
0,10674,221
3,10676,197
0,10761,218
2,10779,297
3,10794,597
1,10805,203
1,10815,376
3,10844,287
0,10874,575
1,10883,738
1,10895,370
1,10904,186
2,10908,506
2,10914,185
3,10915,547
3,10927,485
1,10945,272
1,10961,801
1,11105,245
3,11130,184
3,11153,757
3,11172,204
3,11178,328
3,11180,518
1,11195,361
0,11205,961
2,11228,1550
0,11232,965
0,11233,1101
1,11236,678
3,11253,1057
3,11319,394
2,11344,394
0,11353,910
2,11391,314
1,11440,208
1,11467,554
1,11488,685
1,11585,212
1,11591,488
2,11591,971
1,11605,455
2,11639,204
3,11658,330
0,11730,621
3,11765,1032
1,11785,215
2,11850,519
3,11851,751
1,11897,393
2,11945,187
3,11958,915
1,12007,273
1,12030,766
1,12036,194
3,12073,1264
2,12112,185
2,12124,182
0,12125,1005
2,12137,220
3,12144,188
1,12186,405
3,12200,185
2,12202,1104
1,12217,291
0,12220,344
3,12222,220
0,12245,554
0,12248,1095
0,12252,395
1,12272,214
0,12293,348
2,12295,1075
2,12297,1041
0,12304,1330
1,12324,887
1,12367,651
2,12397,235
1,12398,635
1,12431,1037
1,12444,426
2,12524,191
0,12548,184
3,12563,615
2,12568,378
2,12572,1108
0,12573,328
1,12587,740
2,12600,195
2,12602,980
3,12608,968
1,12699,227
1,12732,303
3,12786,192
2,12819,561
3,12828,773
1,12839,259
1,12863,1128
3,12873,405
2,12917,672
2,12990,316
3,13013,1252
2,13025,425
2,13043,652
3,13133,1174
0,13142,951
3,13149,410
1,13157,213
1,13254,233
2,13323,286
3,13327,609
3,13384,947
1,13394,1179
0,13423,1301
3,13426,189
0,13474,917
0,13478,1131
2,13492,184
2,13497,367
3,13509,246
2,13510,903
1,13532,395
2,13603,190
0,13662,299
0,13663,200
1,13670,844
3,13698,214
3,13730,403
3,13744,628
3,13744,1191
2,13779,1086
1,13788,1404
3,13791,303
1,13800,203
1,13819,195
2,13825,85
0,13826,137
0,13840,975
0,13868,287
1,13870,321
1,13885,207
1,13885,1493
1,13900,504
0,13907,594
2,13908,4
1,13922,261
2,13978,188
1,13995,1266
0,14017,195
3,14035,489
2,14057,160
3,14078,924
1,14081,535
2,14103,325
1,14113,576
1,14130,187
0,14194,1555
0,14203,11
1,14222,503
3,14244,169
2,14265,281
3,14289,710
0,14322,201
1,14338,1237
2,14341,194
3,14403,646
0,14418,739
0,14459,218
0,14460,503
3,14463,1172
0,14516,592
1,14521,441
1,14549,476
0,14551,1453
1,14563,189
0,14569,188
0,14583,994
0,14633,755
0,14686,185
2,14710,596
0,14713,185
2,14717,278
2,14729,1209
1,14739,520
1,14754,1188
3,14764,1212
3,14773,651
0,14790,243
1,14806,352
3,14811,255
0,14857,185
3,14866,677
3,14919,545
3,14942,191
0,14969,338
3,15007,523
2,15046,382
2,15083,750
2,15101,651
2,15104,326
2,15104,1047
0,15122,286
2,15180,392
3,15192,1176
1,15204,615
3,15275,296
3,15287,639
2,15324,1141
2,15351,367
0,15381,1281
0,15393,815
3,15424,195
1,15429,426
3,15435,790
3,15436,894
2,15457,879
0,15566,796
1,15569,901
2,15615,186
0,15623,210
0,15625,260
3,15628,721
3,15638,250
3,15638,681
0,15657,205
0,15722,228
0,15774,476
1,15778,183
2,15782,453
1,15784,282
2,15799,271
2,15805,254
2,15825,185
1,15830,271
3,15844,822
0,15846,496
3,15860,1335
3,15887,294
0,15888,510
3,15935,185
3,15966,53
3,15988,284
2,16002,955
1,16003,651
3,16007,247
3,16009,238
3,16044,726
3,16044,1306
0,16063,194
1,16066,1408
2,16073,899
1,16084,444
0,16097,960
0,16127,804
2,16223,10
2,16254,184
0,16258,218
3,16260,511
1,16265,111
1,16307,158
3,16340,41
1,16355,619
0,16358,184
2,16379,288
2,16398,539
2,16429,187
1,16431,186
0,16459,872
1,16481,892
2,16486,240
3,16488,705
3,16517,1252
1,16518,200
3,16554,366
0,16585,312
0,16627,224
1,16660,626
2,16680,911
1,16694,190
0,16739,263
3,16740,272
2,16746,211
2,16793,894
2,16810,387
3,16824,384
1,16828,187
0,16851,621
1,16933,311
1,16935,463
1,16984,275
1,16998,210
0,17042,319
3,17072,460
1,17094,389
1,17134,1554
0,17156,854
3,17180,562
1,17192,226
2,17213,677
2,17226,609
3,17232,744
3,17285,200
1,17294,960
0,17308,1105
0,17456,167
3,17493,1119
1,17496,1326
0,17504,1144
1,17519,210
0,17526,195
2,17561,896
3,17567,185
2,17582,191
0,17597,745
0,17730,195
0,17798,1531
2,17808,782
2,17827,231
1,17842,195
0,17848,399
1,17906,770
0,17907,204
1,17926,215
3,18001,228
3,18051,288
0,18069,1517
2,18071,318
1,18133,208
2,18153,952
0,18172,401
3,18222,1343
1,18223,850
3,18274,309
0,18277,271
0,18291,198
0,18313,314
3,18362,325
1,18366,335
2,18399,188
0,18408,499
0,18441,595
2,18451,298
1,18451,1103
0,18455,870
1,18505,1468
0,18507,193
1,18522,187
0,18565,728
2,18572,1085
2,18585,419
2,18586,443
2,18612,243
2,18788,1111
1,18805,287
0,18829,193
1,18880,660
1,18958,692
1,18976,189
1,18987,1201
1,18993,295
3,19000,418
2,19013,807
2,19020,188
0,19097,396
3,19119,308
1,19182,609
1,19186,981
3,19191,200
0,19238,188
2,19268,353
0,19297,526
0,19357,317
1,19365,553
0,19410,239
2,19416,974
3,19433,189
2,19435,214
3,19439,190
0,19444,563
3,19451,244
2,19469,333
3,19522,238
3,19542,821
3,19572,208
2,19583,782
2,19602,186
0,19614,407
0,19659,198
1,19665,730
3,19680,1549
1,19700,234
3,19706,177
2,19715,248
2,19716,362
2,19731,1178
2,19744,1358
1,19747,263
0,19749,285
0,19801,357
1,19888,271
1,19930,185
1,19958,870
1,19975,407
3,19989,752
0,20024,286
0,20044,1045
0,20083,348
2,20086,1086
0,20108,589
2,20112,401
3,20128,210
1,20161,580
2,20174,999
2,20197,1021
0,20220,227
3,20247,318
1,20254,1341
2,20274,1374
3,20312,804
1,20312,1496
1,20345,684
1,20347,1315
1,20360,444
3,20380,189
2,20398,981
1,20495,201
0,20552,695
0,20653,1297
1,20678,1087
0,20761,639
2,20766,1269
0,20783,1022
2,20818,764
1,20894,401
1,20923,84
0,20924,799
2,20938,261
2,20964,499
1,20974,449
2,20981,294
3,20995,232
1,20996,247
0,21009,372
3,21028,1386
1,21071,269
0,21072,1085
1,21143,774
1,21179,847
1,21207,689
1,21211,585
0,21217,602
2,21236,186
2,21267,1013
1,21351,1532
0,21399,199
3,21403,435
2,21423,199
3,21463,258
1,21465,187
2,21465,1226
3,21479,790
1,21480,188
2,21499,206
3,21505,347
0,21613,311
0,21683,191
0,21698,418
2,21817,804
0,21865,334
2,21874,327
3,21883,213
1,21884,258
1,21948,250
2,21999,904
1,22091,315
1,22123,254
1,22149,530
2,22179,186
1,22230,804
3,22238,281
1,22251,184
2,22275,197
